Game_number,Result,Avg_team_Age,Match_light_type,Match_format,Bowlers_in_team,Wicket_keeper_in_team,All_rounder_in_team,First_selection,Opponent,Season,Audience_number,Offshore,Max_run_scored_1over,Max_wicket_taken_1over,Extra_bowls_bowled,Min_run_given_1over,Min_run_scored_1over,Max_run_given_1over,extra_bowls_opponent,player_highest_run,Players_scored_zero,player_highest_wicket
Game_2299,Win,30,Day,ODI,4,1,4,Batting,West Indies,Summer,99925,No,18,3,33,0,3,12,9,72,3,4
Game_2300,Win,30,Day and Night,ODI,3,1,4,Batting,Pakistan,Rainy,38934,No,13,2,12,2,,6,2,33,3,2
Game_2301,Win,30,Day,T20,2,1,3,Batting,South Africa,Rainy,31759,Yes,22,1,8,0,3,7,6,35,3,2
Game_2302,Win,30,Night,T20,2,1,1,Bowling,South Africa,Summer,53494,,13,4,10,0,3,10,0,32,3,3
Game_2303,Win,30,Night,ODI,4,1,1,Bowling,Bangladesh,Winter,125468,No,11,4,31,3,3,31,6,98,3,4
Game_2304,Win,30,Day,Test,3,1,4,Batting,Australia,Rainy,36428,No,11,3,13,2,3,,4,42,2,2
Game_2305,Win,30,Day,Test,2,1,4,Bowling,Australia,Winter,15939,Yes,11,3,7,4,4,6,3,57,3,1
Game_2306,Loss,,Day,ODI,,1,1,Bowling,Srilanka,Summer,19565,Yes,24,3,1,2,1,6,0,87,3,1
Game_2307,Win,30,Day,ODI,2,1,2,Bowling,Kenya,Rainy,17913,Yes,13,4,8,0,3,8,7,61,3,1
Game_2308,Loss,30,Day and Night,ODI,1,1,4,Bowling,Srilanka,Winter,16660,Yes,14,4,3,3,2,6,0,57,2,1
Game_2309,Win,30,Day,ODI,3,1,1,Batting,England,Winter,33355,No,21,3,4,2,4,6,0,55,3,2
Game_2310,Win,30,Day,ODI,1,1,3,Bowling,Pakistan,Rainy,46102,Yes,17,1,17,2,2,16,8,,3,2
Game_2311,Win,30,Day,T20,4,1,4,,Zimbabwe,Summer,23058,Yes,18,1,3,0,2,6,2,65,2,1
Game_2312,Loss,30,Day,ODI,4,1,2,Batting,Srilanka,Winter,19446,Yes,13,3,10,1,2,7,7,57,1,1
Game_2313,Loss,30,Day,ODI,3,1,4,Bowling,Srilanka,Rainy,16828,Yes,21,4,8,2,1,6,2,70,3,1
Game_2314,Win,30,Day,ODI,3,1,2,Bowling,Srilanka,Winter,14056,No,14,2,1,3,3,6,0,83,3,1
Game_2315,Win,30,Day,T20,2,1,3,Batting,South Africa,Summer,43708,No,17,1,10,0,3,6,4,68,2,2
Game_2316,Win,30,Day,ODI,4,1,3,Bowling,Kenya,Summer,19593,Yes,11,2,6,1,3,6,2,100,2,1
Game_2317,Win,30,Day,ODI,3,1,3,Batting,Pakistan,Winter,73864,Yes,13,4,24,3,3,6,0,37,2,3
Game_2318,Win,30,Day,T20,4,1,2,Bowling,Zimbabwe,Rainy,16303,No,15,2,13,0,4,7,7,41,2,1
Game_2319,Win,30,Day,ODI,1,1,4,Batting,Pakistan,Rainy,28098,Yes,25,4,10,2,1,10,6,51,3,2
Game_2320,Win,30,Day,ODI,2,1,1,Batting,Srilanka,Rainy,51821,No,11,3,29,3,2,26,9,51,3,3
Game_2321,Win,30,Day,ODI,4,1,4,Bowling,Kenya,Rainy,15813,No,17,1,13,2,2,6,0,51,3,1
Game_2322,Win,30,Night,T20,2,1,4,Batting,South Africa,Rainy,48524,No,13,4,9,0,2,9,8,45,3,2
Game_2323,Win,30,Day,ODI,4,1,2,Bowling,Kenya,Summer,32746,No,18,3,8,6,3,6,2,65,3,1
Game_2324,Win,30,Day,ODI,3,1,4,Batting,West Indies,Rainy,95074,No,13,2,15,3,,15,12,80,3,3
Game_2325,Win,30,Night,ODI,3,1,3,Batting,Srilanka,Rainy,16324,No,20,3,5,3,3,6,0,70,2,1
Game_2326,Win,30,Day,T20,4,1,1,Bowling,South Africa,Winter,67935,,12,2,11,0,2,6,0,67,2,3
Game_2327,Win,30,Day,ODI,3,1,4,Bowling,Srilanka,Summer,33047,Yes,13,3,20,3,3,18,13,59,3,1
Game_2328,Win,30,Day,ODI,4,1,3,Bowling,Srilanka,Summer,17633,No,21,3,16,6,3,,8,79,3,1
Game_2329,Win,30,Day,ODI,3,1,4,Batting,Pakistan,Rainy,40985,Yes,11,3,10,2,1,9,7,41,3,2
Game_2330,Win,30,Day and Night,ODI,,1,4,Bowling,Kenya,Winter,25319,Yes,14,4,3,2,3,6,1,35,3,1
Game_2331,Win,30,Day,ODI,4,1,3,Batting,England,Rainy,47075,No,12,3,8,2,4,8,7,93,3,2
Game_2332,Loss,30,,T20,1,1,3,Bowling,South Africa,Rainy,72275,Yes,11,1,16,0,3,16,7,51,2,3
Game_2333,Win,30,Day,ODI,3,1,2,Batting,Pakistan,Summer,48643,No,14,1,6,3,3,6,0,42,2,2
Game_2334,Loss,30,Day,T20,4,1,1,Bowling,South Africa,Rainy,74263,No,11,3,17,0,1,14,1,,2,3
Game_2335,Win,30,Night,ODI,2,1,3,,Srilanka,Rainy,31129,No,12,2,9,5,2,9,7,57,3,2
Game_2336,Win,30,Day,T20,3,1,3,Batting,South Africa,Rainy,32207,No,16,2,5,0,3,6,2,86,3,2
Game_2337,Win,30,Day,ODI,2,1,4,Bowling,Bangladesh,Rainy,,No,15,2,26,2,2,9,8,70,3,4
Game_2338,Loss,30,Day,ODI,3,1,4,Bowling,Kenya,Summer,17353,No,24,1,7,4,3,6,0,51,3,1
Game_2339,Win,30,Day,T20,2,1,3,Bowling,Bangladesh,Winter,103964,No,13,3,22,0,4,17,13,45,3,4
Game_2340,Win,30,Day,T20,2,1,3,Bowling,South Africa,Winter,50848,No,11,1,10,0,4,8,4,62,3,3
Game_2341,Win,30,Night,T20,3,1,3,Batting,South Africa,Summer,39662,Yes,13,2,6,0,3,6,3,85,3,2
Game_2342,Win,30,Day,T20,4,1,4,Bowling,South Africa,Winter,54761,No,13,2,12,0,3,10,9,92,3,3
Game_2343,Win,30,Day,T20,5,1,1,Bowling,South Africa,Summer,55160,No,18,4,9,0,3,8,7,41,4,3
Game_2344,Loss,30,Night,T20,3,1,2,Batting,South Africa,Summer,92358,Yes,16,4,22,0,2,6,0,100,4,4
Game_2345,Win,30,Day and Night,ODI,4,1,3,Bowling,England,Winter,35469,Yes,19,3,20,3,4,19,10,64,4,2
Game_2346,Win,30,Night,T20,4,1,1,Bowling,South Africa,Winter,35553,No,13,4,12,0,3,7,7,84,3,2
Game_2347,Loss,30,Night,ODI,2,1,3,Bowling,Kenya,Summer,16247,Yes,22,1,4,0,3,6,2,46,2,1
Game_2348,Win,30,Night,T20,3,1,4,Bowling,Bangladesh,Summer,122108,No,11,4,10,0,,10,8,38,3,4
Game_2349,Win,30,Day,ODI,1,1,2,Batting,Kenya,Summer,24164,No,18,1,5,4,3,6,2,53,3,1
Game_2350,Win,30,Day,ODI,4,1,4,Batting,Srilanka,Winter,15890,,14,4,8,2,3,6,3,91,3,1
Game_2351,Win,30,Day,ODI,2,1,4,Bowling,West Indies,Winter,121793,No,22,3,32,1,2,6,4,66,3,4
Game_2352,Win,30,Day and Night,ODI,4,1,3,Batting,Pakistan,Rainy,38416,Yes,13,1,6,2,3,,5,84,4,2
Game_2353,Win,30,Day and Night,ODI,3,1,1,Bowling,West Indies,Winter,135933,No,17,2,21,2,4,18,16,64,3,5
Game_2354,Win,,Night,ODI,,1,4,Bowling,Srilanka,Rainy,25431,Yes,15,3,9,2,3,9,8,42,3,2
Game_2355,Win,30,Day,T20,2,1,4,Batting,South Africa,Summer,29141,Yes,17,3,9,0,3,9,0,83,3,2
Game_2356,Loss,30,Day,ODI,3,1,1,Batting,Kenya,Rainy,14924,Yes,11,2,7,2,3,6,2,48,3,1
Game_2357,Win,30,Day,ODI,3,1,4,Bowling,England,Rainy,97811,Yes,18,4,22,2,3,12,11,95,3,4
Game_2358,Win,30,Day and Night,ODI,1,1,3,Bowling,Kenya,Rainy,18788,No,17,2,3,0,2,6,1,66,3,1
Game_2359,Win,30,Day,ODI,2,1,4,,England,Winter,75915,No,13,2,13,3,3,8,7,75,3,3
Game_2360,Loss,30,Day,ODI,4,1,3,Bowling,Srilanka,Winter,26201,Yes,24,4,5,2,1,6,2,39,2,1
Game_2361,Win,30,Day and Night,ODI,1,1,3,Batting,England,Rainy,29036,No,12,3,4,1,3,6,3,96,3,2
Game_2362,Win,30,Day,ODI,3,1,3,Batting,England,Rainy,75173,No,11,3,22,2,3,10,7,56,3,3
Game_2363,Win,30,Day,ODI,4,1,3,Batting,Pakistan,Winter,72716,Yes,11,3,16,3,2,16,10,57,3,3
Game_2364,Win,30,Day,ODI,2,1,2,Batting,West Indies,Rainy,79912,Yes,12,3,9,4,2,8,7,73,4,3
Game_2365,Loss,30,Day and Night,ODI,3,1,2,Batting,Srilanka,Summer,16954,No,17,1,4,3,3,6,2,60,3,1
Game_2366,Win,30,Day,ODI,3,1,1,Bowling,Pakistan,Summer,29680,No,13,4,19,0,3,6,2,97,2,2
Game_2367,Win,30,Day,ODI,4,1,3,Bowling,Pakistan,Summer,76993,No,14,2,27,3,3,15,11,78,2,3
Game_2368,Win,30,Day,ODI,2,1,4,Batting,England,Summer,35021,No,14,2,8,6,3,6,2,42,3,2
Game_2369,Win,30,Day,ODI,1,1,4,Batting,England,Rainy,89194,No,16,3,21,3,3,21,6,65,2,4
Game_2370,Win,30,Day,ODI,3,1,2,Bowling,Srilanka,Winter,27419,No,20,1,3,4,2,6,2,45,3,1
Game_2371,Win,30,Day,T20,2,1,4,Bowling,Bangladesh,Rainy,128121,No,13,2,21,0,4,6,0,90,3,5
Game_2372,Win,30,Day,ODI,3,1,1,Bowling,Srilanka,Rainy,16660,No,18,2,8,5,3,6,0,64,3,1
Game_2373,Win,30,Day,ODI,3,1,3,Batting,England,Summer,96082,Yes,13,1,30,4,3,6,3,69,2,4
Game_2374,Loss,30,Day,ODI,2,1,1,Batting,Pakistan,Rainy,33439,,15,1,15,2,1,6,0,61,1,2
Game_2375,Win,30,Day and Night,ODI,4,1,3,Bowling,Pakistan,Rainy,44695,Yes,14,4,17,3,3,8,7,62,3,2
Game_2376,Win,30,Night,ODI,1,1,2,Batting,West Indies,Winter,139811,No,22,2,21,3,3,,16,55,1,5
Game_2377,Win,30,Day,T20,4,1,2,Bowling,South Africa,Summer,48027,Yes,12,3,19,0,3,6,0,42,3,2
Game_2378,Loss,30,Day,T20,1,1,1,Batting,Bangladesh,Rainy,138915,No,15,4,33,0,3,32,14,57,1,5
Game_2379,Win,30,Day,T20,3,1,4,Batting,South Africa,Rainy,93240,Yes,18,3,23,0,3,12,11,53,4,4
Game_2380,Win,30,Night,T20,3,1,4,Batting,South Africa,Rainy,44429,No,12,1,19,0,3,18,7,95,3,2
Game_2381,Loss,30,Day,ODI,4,1,3,Batting,Srilanka,Summer,19201,No,16,3,18,1,3,17,13,43,4,1
Game_2382,Win,30,Day and Night,ODI,3,1,,Batting,England,Summer,76160,Yes,13,3,21,2,3,21,6,82,3,3
Game_2383,Win,30,Night,T20,1,1,2,,Zimbabwe,Summer,16394,No,19,4,3,0,2,6,2,88,2,1
Game_2384,Win,30,Day,T20,2,1,4,Batting,Bangladesh,Rainy,123550,No,13,2,26,0,4,9,3,90,3,4
Game_2385,Win,30,Night,ODI,4,1,4,Batting,Srilanka,Summer,,No,12,2,10,2,3,8,7,69,3,1
Game_2386,Win,30,Day,T20,4,1,2,Bowling,South Africa,Winter,68075,No,11,4,16,0,2,15,1,75,4,2
Game_2387,Win,30,Day,T20,2,1,2,Bowling,Bangladesh,Rainy,83328,Yes,14,3,14,0,1,6,4,66,3,3
Game_2388,Win,30,Day,Test,4,1,2,Bowling,Australia,Summer,15239,No,16,1,6,3,3,6,3,36,3,1
Game_2389,Win,30,Day and Night,T20,3,1,3,Batting,South Africa,Rainy,52675,No,12,1,30,0,3,15,7,38,2,3
Game_2390,Loss,30,Day,ODI,3,1,1,Bowling,Srilanka,Winter,33838,No,14,2,9,3,2,6,0,81,3,2
Game_2391,Win,30,Day,T20,4,1,3,Batting,Zimbabwe,Rainy,15540,Yes,19,4,1,0,3,6,1,87,3,1
Game_2392,Win,30,Day and Night,ODI,4,1,3,Bowling,Kenya,Rainy,19747,No,16,1,8,2,3,6,2,44,3,1
Game_2393,Win,30,Day,ODI,4,1,2,Bowling,West Indies,Rainy,134659,Yes,11,4,29,2,2,8,1,62,3,5
Game_2394,Win,30,Day,ODI,3,1,4,Batting,Pakistan,Summer,28749,No,15,1,8,3,2,6,3,35,3,2
Game_2395,Win,30,Day,T20,3,1,3,Bowling,South Africa,Rainy,58772,No,14,2,8,0,2,7,7,74,3,2
Game_2396,Win,30,Day,ODI,4,1,4,Bowling,West Indies,Winter,137389,No,17,4,23,0,,6,2,40,3,5
Game_2397,Win,30,Day,T20,4,1,3,Batting,South Africa,Rainy,74802,No,11,2,13,0,3,9,4,41,2,3
Game_2398,Win,30,Day and Night,ODI,3,1,1,Batting,Kenya,Rainy,20594,No,19,2,18,4,3,6,4,63,3,1
Game_2399,Win,30,Day,ODI,5,1,4,Batting,England,Summer,62006,No,11,2,15,2,2,14,8,51,2,3
Game_2400,Win,30,Night,ODI,1,1,3,Bowling,Bangladesh,Summer,117292,No,15,2,31,3,4,,7,40,2,4
Game_2401,Win,30,Day,T20,3,1,3,Bowling,South Africa,Winter,75586,No,13,3,18,0,3,6,0,79,2,3
Game_2402,Win,30,Day,ODI,,1,4,Batting,Kenya,Winter,32305,Yes,23,1,19,2,3,16,13,74,2,2
Game_2403,Loss,30,Day,ODI,4,1,1,Bowling,Kenya,Rainy,17227,Yes,12,3,18,2,4,10,0,34,3,1
Game_2404,Win,30,,ODI,3,1,3,Bowling,England,Rainy,69699,No,15,3,7,1,2,6,2,85,3,2
Game_2405,Win,30,Day,ODI,2,1,2,Batting,Kenya,Rainy,23632,No,13,3,10,3,3,10,6,43,4,1
Game_2406,Win,30,Day,ODI,1,1,3,Batting,Pakistan,Rainy,61761,No,18,1,20,4,2,19,9,65,2,3
Game_2407,Win,30,Day,ODI,4,1,1,Bowling,Pakistan,Rainy,72254,No,20,4,14,6,3,11,10,61,3,3
Game_2408,Win,30,Day and Night,ODI,1,1,4,Bowling,England,Rainy,76832,No,18,2,23,4,3,6,2,65,3,3
Game_2409,Loss,30,Day,Test,2,1,2,Bowling,Australia,Rainy,,No,14,4,24,1,3,20,6,91,2,3
Game_2410,Win,30,Day,ODI,3,1,4,Bowling,Pakistan,Winter,49833,No,15,3,9,2,3,6,2,34,2,3
Game_2411,Loss,30,Day,T20,3,1,4,Bowling,South Africa,Summer,67074,Yes,22,1,9,0,3,8,7,86,3,3
Game_2412,Loss,30,Day and Night,ODI,4,1,1,Batting,Kenya,Summer,31556,No,22,2,14,4,3,13,7,54,2,2
Game_2413,Win,30,Day and Night,ODI,1,1,1,Bowling,Pakistan,Summer,54292,No,17,3,7,1,2,6,2,45,3,2
Game_2414,Win,30,Day,T20,4,1,4,Batting,South Africa,Winter,46858,Yes,14,3,8,0,3,6,0,88,2,2
Game_2415,Loss,30,Day,ODI,3,1,1,Bowling,Kenya,Summer,16191,Yes,20,2,5,0,3,6,2,55,2,1
Game_2416,Win,30,Day,ODI,2,1,4,Bowling,Bangladesh,Rainy,123655,No,17,4,23,3,3,22,6,35,3,4
Game_2417,Loss,30,Day and Night,T20,4,1,4,Bowling,South Africa,Summer,33096,Yes,14,4,5,0,3,6,0,81,3,2
Game_2418,Win,30,Day and Night,T20,3,1,4,Batting,South Africa,Rainy,30114,No,17,3,4,0,3,6,2,30,3,2
Game_2419,Win,30,Night,ODI,4,1,3,Bowling,Kenya,Rainy,20853,No,17,4,6,2,3,6,0,40,2,1
Game_2420,Win,30,Night,ODI,4,1,1,Bowling,Bangladesh,Summer,118195,No,22,3,27,3,2,6,4,35,4,4
Game_2421,Win,30,Night,T20,4,1,2,Batting,South Africa,Rainy,39151,No,13,4,15,0,3,15,10,65,2,2
Game_2422,Win,30,Day,ODI,4,1,2,Bowling,Pakistan,Summer,73115,,19,4,18,4,3,8,6,87,3,3
Game_2423,Win,30,Day,T20,4,1,3,Bowling,South Africa,Winter,61180,Yes,14,2,9,0,3,8,7,73,2,3
Game_2424,Win,30,Day,T20,1,1,1,Bowling,Bangladesh,Rainy,122255,No,12,4,23,0,3,12,9,52,3,4
Game_2425,Win,30,Day,T20,2,1,4,Bowling,South Africa,Summer,51457,No,16,3,10,0,3,6,0,32,3,3
Game_2426,Win,,Day and Night,ODI,,1,3,Batting,England,Rainy,75740,No,11,3,18,1,3,8,7,83,3,3
Game_2427,Loss,30,Day and Night,ODI,3,1,1,Bowling,Pakistan,Winter,85183,No,11,4,21,4,3,18,7,84,3,4
Game_2428,Win,30,,ODI,3,1,3,Bowling,West Indies,Summer,137382,No,14,1,21,2,4,20,7,44,2,5
Game_2429,Win,30,Night,ODI,3,1,3,Bowling,Srilanka,Summer,47474,No,15,3,9,2,2,6,4,70,3,2
Game_2430,Win,30,Night,ODI,4,1,1,Bowling,England,Summer,54453,No,20,1,18,0,3,11,9,78,3,2
Game_2431,Win,30,Day and Night,T20,3,1,3,,Zimbabwe,Rainy,19537,No,12,1,3,0,3,6,2,67,4,1
Game_2432,Win,30,Day and Night,T20,2,1,4,Bowling,South Africa,Winter,34776,No,11,4,5,0,3,6,2,54,3,2
Game_2433,Win,30,Day,T20,4,1,4,Bowling,South Africa,Rainy,,No,17,2,22,0,3,9,8,56,2,4
Game_2434,Win,30,Day and Night,ODI,2,1,4,Bowling,England,Summer,28231,No,11,4,5,3,2,6,2,95,3,2
Game_2435,Win,30,Day,ODI,3,1,2,Bowling,Srilanka,Summer,29904,No,19,1,16,3,3,6,0,56,1,2
Game_2436,Win,30,Day,Test,3,1,3,Bowling,Australia,Rainy,19908,No,13,4,7,2,4,7,6,37,4,1
Game_2437,Loss,30,Day,T20,4,1,1,Batting,South Africa,Summer,57568,Yes,17,1,6,0,3,6,2,77,3,2
Game_2438,Win,30,Day,ODI,4,1,2,Bowling,Srilanka,Rainy,33362,Yes,11,1,6,4,3,6,0,46,3,1
Game_2439,Loss,30,Day and Night,ODI,3,1,3,Bowling,Srilanka,Rainy,18270,No,12,3,2,5,2,6,2,72,3,1
Game_2440,Win,30,Day,ODI,2,1,3,Batting,Pakistan,Winter,40117,No,13,3,9,2,3,6,2,52,2,2
Game_2441,Win,30,Day,T20,1,1,2,Batting,South Africa,Rainy,39998,No,20,1,6,0,2,6,5,70,3,2
Game_2442,Win,30,Day,Test,4,1,3,Bowling,Australia,Summer,30261,No,17,2,6,2,1,6,4,100,3,1
Game_2443,Win,30,Day and Night,ODI,4,1,2,Batting,West Indies,Summer,94493,No,17,3,20,3,2,18,7,88,3,3
Game_2444,Loss,30,Day and Night,T20,3,1,3,Bowling,South Africa,Summer,96306,Yes,12,2,22,0,,21,9,44,3,4
Game_2445,Win,30,Day,T20,4,1,2,Bowling,South Africa,Summer,36085,No,13,4,9,0,4,6,4,45,3,2
Game_2446,Win,30,Day,ODI,4,1,4,Bowling,Srilanka,Rainy,15806,,12,2,10,2,3,8,0,58,2,1
Game_2447,Win,30,Day,T20,3,1,3,Bowling,South Africa,Rainy,46046,No,18,1,10,0,3,10,3,72,2,2
Game_2448,Win,30,Day and Night,ODI,2,1,3,Batting,Kenya,Rainy,30954,Yes,13,4,16,3,1,,1,92,2,2
Game_2449,Win,30,Day,ODI,3,1,3,Bowling,England,Winter,71918,No,18,2,15,2,4,7,7,44,2,3
Game_2450,Win,,Day and Night,ODI,,1,4,Bowling,Pakistan,Summer,37401,No,20,3,14,3,3,13,9,97,2,2
Game_2451,Win,30,Day and Night,ODI,4,1,4,Bowling,Srilanka,Rainy,16632,No,13,2,2,2,4,6,2,47,2,1
Game_2452,Loss,30,,T20,3,1,1,Batting,South Africa,Summer,37422,No,13,2,7,0,2,6,3,85,1,2
Game_2453,Win,30,Night,T20,1,1,3,Batting,Zimbabwe,Winter,19789,No,12,3,1,0,3,6,0,76,3,1
Game_2454,Win,30,Day,ODI,4,1,4,Batting,Bangladesh,Winter,139601,No,13,4,28,2,3,6,2,92,3,5
Game_2455,Win,30,Day,ODI,3,1,1,,Kenya,Rainy,31339,Yes,19,3,7,2,2,6,2,83,3,1
Game_2456,Win,30,Day,ODI,3,1,4,Batting,England,Rainy,45318,No,13,2,14,2,2,14,8,56,2,2
Game_2457,Loss,30,Day,ODI,4,1,3,Bowling,Kenya,Summer,,Yes,11,3,6,4,3,6,4,96,3,1
Game_2458,Win,30,Day,ODI,2,1,4,Batting,Bangladesh,Winter,130242,No,18,2,26,6,3,7,7,50,3,5
Game_2459,Win,30,Day,T20,3,1,3,Batting,Bangladesh,Rainy,119336,No,23,1,28,0,3,26,15,69,3,4
Game_2460,Win,30,Night,ODI,3,1,4,Bowling,Kenya,Summer,16030,No,13,4,6,3,3,6,0,74,1,1
Game_2461,Win,30,Day,Test,3,1,2,Bowling,Australia,Rainy,25200,No,13,4,5,2,3,6,4,99,3,1
Game_2462,Loss,30,Night,ODI,2,1,1,Bowling,Kenya,Winter,14749,No,17,1,5,2,1,6,0,95,2,1
Game_2463,Win,30,Day,T20,4,1,3,Bowling,South Africa,Winter,28805,No,19,3,8,0,3,6,3,61,3,2
Game_2464,Win,30,Day and Night,T20,4,1,2,Bowling,South Africa,Rainy,30289,No,12,4,5,0,3,6,0,62,3,2
Game_2465,Win,30,Day and Night,ODI,3,1,4,Batting,Bangladesh,Rainy,124992,No,22,3,32,3,3,6,2,30,3,4
Game_2466,Win,30,Day,ODI,2,1,4,Bowling,West Indies,Rainy,133567,No,11,1,25,2,3,6,2,52,3,5
Game_2467,Win,30,Day,T20,4,1,3,Bowling,South Africa,Rainy,62762,Yes,15,4,15,0,3,7,7,94,3,2
Game_2468,Win,30,Day and Night,T20,3,1,2,Batting,South Africa,Rainy,31773,No,12,1,10,0,,10,7,82,3,2
Game_2469,Win,30,Day,ODI,4,1,3,Bowling,Srilanka,Winter,19187,No,14,3,7,4,3,7,7,60,1,1
Game_2470,Win,30,Day,ODI,4,1,3,Bowling,Srilanka,Winter,24437,No,13,1,10,4,2,10,7,49,3,2
Game_2471,Win,30,Day,ODI,4,1,4,Bowling,Kenya,Summer,31787,No,25,2,20,3,3,20,11,32,3,2
Game_2472,Win,30,Day,ODI,4,1,4,Bowling,England,Winter,51653,No,11,3,12,3,2,,3,60,3,2
Game_2473,Win,30,Night,Test,5,1,4,Bowling,Australia,Rainy,43904,No,16,1,10,3,4,6,3,79,4,2
Game_2474,Win,,Day,T20,4,1,2,Bowling,South Africa,Winter,36540,Yes,18,2,12,0,3,11,7,52,4,2
Game_2475,Win,30,Day and Night,ODI,3,1,3,Batting,Srilanka,Rainy,19201,No,20,3,2,2,3,6,2,77,2,1
Game_2476,Win,30,,ODI,2,1,4,Batting,Kenya,Summer,34986,Yes,14,4,10,2,3,8,7,38,3,2
Game_2477,Win,30,Day,ODI,3,1,3,Batting,England,Winter,71764,Yes,21,3,17,2,3,7,7,77,1,3
Game_2478,Win,30,Day,ODI,3,1,1,Bowling,Kenya,Rainy,19467,No,13,2,15,5,3,14,10,60,3,1
Game_2479,Win,30,Day,T20,3,1,2,,South Africa,Winter,47964,No,12,2,7,0,4,6,1,84,2,2
Game_2480,Win,30,Day,ODI,3,1,4,Bowling,Kenya,Rainy,25053,Yes,21,1,12,2,3,11,9,63,3,1
Game_2481,Win,30,Day and Night,ODI,5,1,1,Batting,West Indies,Rainy,92337,Yes,17,3,20,6,3,6,0,60,3,3
Game_2482,Win,30,Night,T20,2,1,3,Batting,South Africa,Rainy,72639,Yes,11,2,16,0,2,13,2,78,2,3
Game_2483,Win,30,Day and Night,ODI,4,1,4,Batting,England,Winter,73514,No,17,1,33,2,1,6,4,53,3,3
Game_2484,Win,30,Day,ODI,1,1,1,Batting,Kenya,Rainy,14077,No,13,4,10,5,3,10,5,72,4,1
Game_2485,Win,30,Day,ODI,3,1,4,Bowling,West Indies,Rainy,124453,No,14,1,36,2,3,10,9,85,3,4
Game_2486,Win,30,Day,ODI,2,1,3,Bowling,Pakistan,Rainy,47831,Yes,12,4,6,2,2,6,5,80,3,2
Game_2487,Win,30,Day,ODI,3,1,3,Batting,Pakistan,Summer,47684,No,19,2,10,2,3,10,9,96,2,2
Game_2488,Win,30,Day,T20,3,1,3,Batting,South Africa,Summer,36197,No,17,4,13,0,3,6,1,48,2,2
Game_2489,Win,30,Day,ODI,3,1,3,Bowling,West Indies,Rainy,138180,No,14,2,25,2,3,8,7,96,1,5
Game_2490,Win,30,Day,ODI,2,1,1,Bowling,Bangladesh,Rainy,130977,No,13,3,23,2,4,6,0,85,2,5
Game_2491,Win,30,Day and Night,ODI,3,1,3,Bowling,Kenya,Rainy,25844,No,12,3,12,2,2,11,10,46,3,1
Game_2492,Win,30,Day,ODI,2,1,4,Bowling,Srilanka,Summer,17913,No,11,3,7,4,,6,0,76,4,1
Game_2493,Win,30,Day,ODI,3,1,4,Bowling,West Indies,Summer,127855,No,12,3,25,3,4,6,0,76,2,5
Game_2494,Win,30,Day,ODI,3,1,3,Batting,Kenya,Rainy,18095,No,17,4,2,5,2,6,0,89,4,1
Game_2495,Win,30,Day,T20,3,1,2,Bowling,Bangladesh,Rainy,127491,No,11,3,26,0,3,22,9,88,3,5
Game_2496,Win,30,Day,T20,5,1,4,Bowling,South Africa,Winter,58660,Yes,14,4,10,0,3,9,8,82,4,3
Game_2497,Loss,30,Day,T20,3,1,1,Batting,Bangladesh,Summer,131768,Yes,16,1,26,0,3,24,10,94,1,5
Game_2498,Win,,Night,ODI,,1,4,Bowling,Pakistan,Winter,95039,Yes,15,4,34,3,3,33,9,37,2,4
Game_2499,Win,30,Day,T20,2,1,4,Batting,Bangladesh,Rainy,131523,No,14,3,26,0,3,11,4,33,2,5
Game_2500,Win,30,,T20,3,1,3,Batting,South Africa,Summer,31766,Yes,12,4,4,0,3,6,2,86,3,2
Game_2501,Win,30,Day and Night,T20,3,1,4,Bowling,Bangladesh,Winter,138929,Yes,24,1,31,0,2,29,10,83,3,5
Game_2502,Win,30,Day,ODI,4,1,4,Bowling,England,Summer,73584,No,12,4,25,6,2,9,7,67,3,3
Game_2503,Win,30,Day and Night,ODI,3,1,3,,Srilanka,Winter,31108,No,13,3,15,2,4,11,8,46,3,2
Game_2504,Win,30,Day,ODI,2,1,3,Bowling,Bangladesh,Winter,134330,No,14,4,26,4,2,25,9,92,4,5
Game_2505,Win,30,Day and Night,Test,3,1,3,Bowling,Australia,Rainy,31430,No,11,4,14,5,4,10,9,56,2,2
Game_2506,Win,30,Day,ODI,1,1,3,Bowling,Kenya,Rainy,24542,Yes,14,4,4,3,3,6,2,66,3,1
Game_2507,Win,30,Day,ODI,4,1,2,Batting,Kenya,Rainy,16604,Yes,16,4,18,2,3,6,0,78,4,2
Game_2508,Win,30,Day,T20,4,1,4,Batting,South Africa,Summer,71617,No,14,4,23,0,4,21,7,56,2,3
Game_2509,Win,30,Day,ODI,4,1,3,Batting,England,Summer,37870,Yes,11,4,18,2,3,16,14,53,3,2
Game_2510,Loss,30,Day,ODI,3,1,1,Batting,Pakistan,Rainy,55846,No,11,4,10,2,3,10,7,73,3,3
Game_2511,Win,30,Day and Night,ODI,2,1,2,Batting,Srilanka,Summer,19866,No,14,2,8,6,2,7,0,40,2,1
Game_2512,Win,30,Night,ODI,2,1,3,Batting,England,Summer,32865,Yes,18,3,10,3,3,8,4,72,3,2
Game_2513,Win,30,Day,T20,3,1,3,Bowling,South Africa,Rainy,43463,No,15,3,10,0,4,10,7,56,4,2
Game_2514,Win,30,Day and Night,ODI,3,1,2,Batting,Bangladesh,Summer,126427,No,22,3,22,4,3,6,0,83,3,5
